atributo_0,atributo_1,atributo_2,atributo_3,atributo_4,atributo_5,atributo_6,atributo_7,atributo_8,atributo_9,target
0.8785098089473988,-0.3399792624396216,0.74761024527205,1.6729829208310256,0.7221009601949389,-1.1436713015390583,1.184591225487568,-0.41800912863341977,-0.6825066314552641,-0.3399792624396216,1
2.620064647759162,-0.96136745846704,-2.1767797009718484,2.6779855718085313,-0.2838335333937808,0.394111930370858,1.3339657480946274,0.3091381873347979,0.3710080941769049,-0.96136745846704,0
1.5546209970227856,0.06774868153408176,0.11562079042143356,1.3487560499496039,-0.1762514886791552,-0.9658716342550967,0.3359773335813612,0.4265392900265429,0.11151901295901616,0.06774868153408176,1
0.776714198324386,-0.6305989770012974,-1.1424818981184228,-0.5154076099625409,-1.610397100682606,0.48852013847400877,-0.7154060428622666,0.17215866960644105,1.6859192752525058,-0.6305989770012974,0
-0.25217772247515413,-0.17934475173415831,-0.8929905170802298,0.8766776054265256,1.12807376265537,-0.06779753777992059,1.0390793474009252,-1.2258637713038287,-1.0772516878788252,-0.17934475173415831,1
-1.8019942687151251,-1.166843406081144,-0.2108453427258072,-0.5366450555253227,0.8737689836585059,0.9802789911093779,0.9693690697607876,-1.2456688693400075,-0.5943963630123844,-1.166843406081144,1
-0.7469325057767642,3.0399867325871823,-0.12767504441391503,-2.592926171656167,-0.7912468336992096,0.19023153425669853,-3.0980870043890696,-0.045043534333108835,0.2543254477381647,3.0399867325871823,2
0.754972087995684,1.9921161932138416,0.01538756450126866,-1.3267096256104804,-1.4326019858645238,-2.078519748890523,-2.4087851987271063,-0.3098522246904981,1.0320669643715317,1.9921161932138416,1
-1.5642115660325364,-0.719835918046478,1.449339756460838,-3.2015246998114213,-2.0366938840334408,-2.349879797432981,-1.8438289157961125,0.3434546420280766,2.201308366419811,-0.719835918046478,2
2.427526635536064,1.646447730006812,-0.3945994667391139,2.9958109792074947,1.2685892803507082,0.39670569151391666,0.8110336890000078,-0.19365828029379034,-1.6371452417044083,1.646447730006812,0
-0.7491593710426465,1.468992047658158,-0.13928836222950225,-1.2308647522545215,0.04986001241035476,-0.6915967079038972,-1.2485325393467546,-0.4020902594174932,-0.2928375457811987,1.468992047658158,2
-0.49995728763716496,2.3214939885436685,-0.503558125412706,-1.6000773372014345,-0.2743229184051812,0.35181958987936196,-2.048764138442547,0.31384303190456736,-0.13511597417317983,2.3214939885436685,2
